<<<<<<< HEAD
﻿cyear,cntyr,ccode,scode,country,year,un_region,un_continent,reg_id,demo_nr,demo_r,regime_r,regime_nr,duration_nr,duration_r,personal,personal2,lindex,exname,change,tdate,trans,occup,interreg
401995,Cuba 1995,40,CUB,Cuba,1995,Caribbean,Americas,4004,0,0,Single Party,Single Party,37,37,2,2,1,Fidel Castro Ruz,0,,0,0,0
401996,Cuba 1996,40,CUB,Cuba,1996,Caribbean,Americas,4004,0,0,Single Party,Single Party,38,38,2,2,1,Fidel Castro Ruz,0,,0,0,0
401997,Cuba 1997,40,CUB,Cuba,1997,Caribbean,Americas,4004,0,0,Single Party,Single Party,39,39,2,2,1,Fidel Castro Ruz,0,,0,0,0
401998,Cuba 1998,40,CUB,Cuba,1998,Caribbean,Americas,4004,0,0,Single Party,Single Party,40,40,2,2,1,Fidel Castro Ruz,0,,0,0,0
401999,Cuba 1999,40,CUB,Cuba,1999,Caribbean,Americas,4004,0,0,Single Party,Single Party,41,41,2,2,1,Fidel Castro Ruz,0,,0,0,0
402000,Cuba 2000,40,CUB,Cuba,2000,Caribbean,Americas,4004,0,0,Single Party,Single Party,42,42,2,2,1,Fidel Castro Ruz,0,,0,0,0
402001,Cuba 2001,40,CUB,Cuba,2001,Caribbean,Americas,4004,0,0,Single Party,Single Party,43,43,2,2,1,Fidel Castro Ruz,0,,0,0,0
402002,Cuba 2002,40,CUB,Cuba,2002,Caribbean,Americas,4004,0,0,Single Party,Single Party,44,44,2,2,1,Fidel Castro Ruz,0,,0,0,0
402003,Cuba 2003,40,CUB,Cuba,2003,Caribbean,Americas,4004,0,0,Single Party,Single Party,45,45,2,2,1,Fidel Castro Ruz,0,,0,0,0
402004,Cuba 2004,40,CUB,Cuba,2004,Caribbean,Americas,4004,0,0,Single Party,Single Party,46,46,2,2,1,Fidel Castro Ruz,0,,0,0,0
402005,Cuba 2005,40,CUB,Cuba,2005,Caribbean,Americas,4004,0,0,Single Party,Single Party,47,47,2,2,1,Fidel Castro Ruz,0,,0,0,0
402006,Cuba 2006,40,CUB,Cuba,2006,Caribbean,Americas,4004,0,0,Single Party,Single Party,48,48,1,1,0.959201389,Raul Castro,0,,0,0,0
402007,Cuba 2007,40,CUB,Cuba,2007,Caribbean,Americas,4004,0,0,Single Party,Single Party,49,49,1,1,0.921699292,Raul Castro,0,,0,0,0
402008,Cuba 2008,40,CUB,Cuba,2008,Caribbean,Americas,4004,0,0,Single Party,Single Party,50,50,1,1,0.8872,Raul Castro,0,,0,0,0
402009,Cuba 2009,40,CUB,Cuba,2009,Caribbean,Americas,4004,0,0,Single Party,Single Party,51,51,1,1,0.855440215,Raul Castro,0,,0,0,0
402010,Cuba 2010,40,CUB,Cuba,2010,Caribbean,Americas,4004,0,0,Single Party,Single Party,52,52,1,1,0.826183432,Raul Castro,0,,0,0,0
402011,Cuba 2011,40,CUB,Cuba,2011,Caribbean,Americas,4004,0,0,Single Party,Single Party,53,53,1,1,0.799216803,Raul Castro,0,,0,0,0
402012,Cuba 2012,40,CUB,Cuba,2012,Caribbean,Americas,4004,0,0,Single Party,Single Party,54,54,1,1,0.774348422,Raul Castro,0,,0,0,0
411950,Haiti 1950,41,HAI,Haiti,1950,Caribbean,Americas,4101,0,0,Multiparty,Military,1,4,2,2,1,Paul Eugene Magloire,1,12.06.1950,0,0,0
411951,Haiti 1951,41,HAI,Haiti,1951,Caribbean,Americas,4101,0,0,Military,Military,2,1,2,2,1,Paul Eugene Magloire,0,,0,0,0
411952,Haiti 1952,41,HAI,Haiti,1952,Caribbean,Americas,4101,0,0,Military,Military,3,2,2,2,1,Paul Eugene Magloire,0,,0,0,0
411953,Haiti 1953,41,HAI,Haiti,1953,Caribbean,Americas,4101,0,0,Military,Military,4,3,2,2,1,Paul Eugene Magloire,0,,0,0,0
411954,Haiti 1954,41,HAI,Haiti,1954,Caribbean,Americas,4101,0,0,Military,Military,5,4,2,2,1,Paul Eugene Magloire,0,,0,0,0
411955,Haiti 1955,41,HAI,Haiti,1955,Caribbean,Americas,4101,0,0,Military,Military,6,5,2,2,1,Paul Eugene Magloire,0,,0,0,0
411956,Haiti 1956,41,HAI,Haiti,1956,Caribbean,Americas,4101,0,0,Military,Military,7,6,2,2,0.755102041,Joseph Nemours Pierre-Louis,0,,0,0,0
411957,Haiti 1957,41,HAI,Haiti,1957,Caribbean,Americas,4101,0,0,Military,Military,8,7,2,2,0.59375,Francois Duvalier,0,,0,0,0
411958,Haiti 1958,41,HAI,Haiti,1958,Caribbean,Americas,4101,0,0,Military,Military,9,8,2,2,0.50617284,Francois Duvalier,0,,0,0,0
411959,Haiti 1959,41,HAI,Haiti,1959,Caribbean,Americas,4101,0,0,Military,Military,10,9,2,2,0.46,Francois Duvalier,0,,0,0,0
411960,Haiti 1960,41,HAI,Haiti,1960,Caribbean,Americas,4101,0,0,Military,Military,11,10,2,2,0.438016529,Francois Duvalier,0,,0,0,0
411961,Haiti 1961,41,HAI,Haiti,1961,Caribbean,Americas,4101,0,0,Military,Military,12,11,2,2,0.430555556,Francois Duvalier,0,,0,0,0
411962,Haiti 1962,41,HAI,Haiti,1962,Caribbean,Americas,4101,0,0,Military,Military,13,12,2,2,0.431952663,Francois Duvalier,0,,0,0,0
411963,Haiti 1963,41,HAI,Haiti,1963,Caribbean,Americas,4102,0,0,Single Party,Single Party,1,1,2,2,1,Francois Duvalier,1,00.00.63,0,0,0
411964,Haiti 1964,41,HAI,Haiti,1964,Caribbean,Americas,4102,0,0,Single Party,Single Party,2,2,2,2,1,Francois Duvalier,0,,0,0,0
411965,Haiti 1965,41,HAI,Haiti,1965,Caribbean,Americas,4102,0,0,Single Party,Single Party,3,3,2,2,1,Francois Duvalier,0,,0,0,0
411966,Haiti 1966,41,HAI,Haiti,1966,Caribbean,Americas,4102,0,0,Single Party,Single Party,4,4,2,2,1,Francois Duvalier,0,,0,0,0
411967,Haiti 1967,41,HAI,Haiti,1967,Caribbean,Americas,4102,0,0,Single Party,Single Party,5,5,2,2,1,Francois Duvalier,0,,0,0,0
411968,Haiti 1968,41,HAI,Haiti,1968,Caribbean,Americas,4102,0,0,Single Party,Single Party,6,6,2,2,1,Francois Duvalier,0,,0,0,0
411969,Haiti 1969,41,HAI,Haiti,1969,Caribbean,Americas,4102,0,0,Single Party,Single Party,7,7,2,2,1,Francois Duvalier,0,,0,0,0
411970,Haiti 1970,41,HAI,Haiti,1970,Caribbean,Americas,4102,0,0,Single Party,Single Party,8,8,2,2,1,Francois Duvalier,0,,0,0,0
411971,Haiti 1971,41,HAI,Haiti,1971,Caribbean,Americas,4102,0,0,Single Party,Single Party,9,9,2,2,0.802469136,Jean-Claude Duvalier,0,,0,0,0
411972,Haiti 1972,41,HAI,Haiti,1972,Caribbean,Americas,4102,0,0,Single Party,Single Party,10,10,2,2,0.68,Jean-Claude Duvalier,0,,0,0,0
411973,Haiti 1973,41,HAI,Haiti,1973,Caribbean,Americas,4102,0,0,Single Party,Single Party,11,11,2,2,0.603305785,Jean-Claude Duvalier,0,,0,0,0
411974,Haiti 1974,41,HAI,Haiti,1974,Caribbean,Americas,4102,0,0,Single Party,Single Party,12,12,2,2,0.555555556,Jean-Claude Duvalier,0,,0,0,0
411975,Haiti 1975,41,HAI,Haiti,1975,Caribbean,Americas,4102,0,0,Single Party,Single Party,13,13,2,2,0.526627219,Jean-Claude Duvalier,0,,0,0,0
411976,Haiti 1976,41,HAI,Haiti,1976,Caribbean,Americas,4102,0,0,Single Party,Single Party,14,14,2,2,0.510204082,Jean-Claude Duvalier,0,,0,0,0
411977,Haiti 1977,41,HAI,Haiti,1977,Caribbean,Americas,4102,0,0,Single Party,Single Party,15,15,2,2,0.502222222,Jean-Claude Duvalier,0,,0,0,0
411978,Haiti 1978,41,HAI,Haiti,1978,Caribbean,Americas,4102,0,0,Single Party,Single Party,16,16,2,2,0.5,Jean-Claude Duvalier,0,,0,0,0
411979,Haiti 1979,41,HAI,Haiti,1979,Caribbean,Americas,4102,0,0,Single Party,Single Party,17,17,2,2,0.501730104,Jean-Claude Duvalier,0,,0,0,0
411980,Haiti 1980,41,HAI,Haiti,1980,Caribbean,Americas,4102,0,0,Single Party,Single Party,18,18,2,2,0.50617284,Jean-Claude Duvalier,0,,0,0,0
411981,Haiti 1981,41,HAI,Haiti,1981,Caribbean,Americas,4102,0,0,Single Party,Single Party,19,19,2,2,0.512465374,Jean-Claude Duvalier,0,,0,0,0
411982,Haiti 1982,41,HAI,Haiti,1982,Caribbean,Americas,4102,0,0,Single Party,Single Party,20,20,2,2,0.52,Jean-Claude Duvalier,0,,0,0,0
411983,Haiti 1983,41,HAI,Haiti,1983,Caribbean,Americas,4102,0,0,Single Party,Single Party,21,21,2,2,0.528344671,Jean-Claude Duvalier,0,,0,0,0
411984,Haiti 1984,41,HAI,Haiti,1984,Caribbean,Americas,4102,0,0,Single Party,Single Party,22,22,2,2,0.537190083,Jean-Claude Duvalier,0,,0,0,0
411985,Haiti 1985,41,HAI,Haiti,1985,Caribbean,Americas,4103,0,0,Multiparty,Multiparty,23,23,2,2,1,Jean-Claude Duvalier,0,,0,0,0
411986,Haiti 1986,41,HAI,Haiti,1986,Caribbean,Americas,4104,0,0,Military,Military,1,1,NA,2,1,Henri Namphy,1,02.10.1986,1,0,0
411987,Haiti 1987,41,HAI,Haiti,1987,Caribbean,Americas,4104,0,0,Military,Military,2,2,NA,2,1,Henri Namphy,0,,1,0,0
411988,Haiti 1988,41,HAI,Haiti,1988,Caribbean,Americas,4104,0,0,Military,Military,3,3,2,2,0.555555556,Prosper Avril,0,,0,0,0
411989,Haiti 1989,41,HAI,Haiti,1989,Caribbean,Americas,4104,0,0,Military,Military,4,4,2,2,0.5,Prosper Avril,0,,0,0,0
411990,Haiti 1990,41,HAI,Haiti,1990,Caribbean,Americas,4105,0,0,Military,Multiparty,1,5,0,0,1,Ertha Pascal-Trouillot,1,12.16.1990,0,0,0
411991,Haiti 1991,41,HAI,Haiti,1991,Caribbean,Americas,4106,0,0,Multiparty,Military,1,1,2,2,1,Joseph Nerette,1,09.30.1991,0,0,0
411992,Haiti 1992,41,HAI,Haiti,1992,Caribbean,Americas,4106,0,0,Military,Military,2,1,2,2,0.5,Marc Bazin,0,,0,0,0
411993,Haiti 1993,41,HAI,Haiti,1993,Caribbean,Americas,4106,0,0,Military,Military,3,1,2,2,0.333333333,Jean-Bertrand Aristide,0,,0,0,0
411994,Haiti 1994,41,HAI,Haiti,1994,Caribbean,Americas,4107,0,0,Military,Multiparty,1,2,0,0,1,Jean-Bertrand Aristide,1,11.08.1994,0,0,0
411995,Haiti 1995,41,HAI,Haiti,1995,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,2,1,0,0,1,Jean-Bertrand Aristide,0,,0,0,0
411996,Haiti 1996,41,HAI,Haiti,1996,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,3,2,0,0,0.555555556,Rene Garcia Preval,0,,0,0,0
411997,Haiti 1997,41,HAI,Haiti,1997,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,4,3,0,0,0.5,Rene Garcia Preval,0,,0,0,0
411998,Haiti 1998,41,HAI,Haiti,1998,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,5,4,0,0,0.52,Rene Garcia Preval,0,,0,0,0
411999,Haiti 1999,41,HAI,Haiti,1999,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,6,5,NA,0,0.555555556,Rene Garcia Preval,0,,1,0,0
412000,Haiti 2000,41,HAI,Haiti,2000,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,7,6,1,1,0.591836735,Rene Garcia Preval,0,,0,0,0
412001,Haiti 2001,41,HAI,Haiti,2001,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,8,7,1,1,0.53125,Jean-Bertrand Aristide,0,,0,0,0
412002,Haiti 2002,41,HAI,Haiti,2002,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,9,8,1,1,0.50617284,Jean-Bertrand Aristide,0,,0,0,0
412003,Haiti 2003,41,HAI,Haiti,2003,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,10,9,1,1,0.5,Jean-Bertrand Aristide,0,,0,0,0
412004,Haiti 2004,41,HAI,Haiti,2004,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,11,10,NA,1,0.421487603,Boniface Alexandre,0,,1,0,0
412005,Haiti 2005,41,HAI,Haiti,2005,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,12,11,NA,0,0.375,Boniface Alexandre,0,,1,0,0
412006,Haiti 2006,41,HAI,Haiti,2006,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,13,12,0,0,0.384615385,Rene Garcia Preval,0,,0,0,0
412007,Haiti 2007,41,HAI,Haiti,2007,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,14,13,0,0,0.397959184,Rene Garcia Preval,0,,0,0,0
412008,Haiti 2008,41,HAI,Haiti,2008,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,15,14,0,0,0.413333333,Rene Garcia Preval,0,,0,0,0
412009,Haiti 2009,41,HAI,Haiti,2009,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,16,15,0,0,0.4296875,Rene Garcia Preval,0,,0,0,0
412010,Haiti 2010,41,HAI,Haiti,2010,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,17,16,NA,0,0.446366782,Rene Garcia Preval,0,,0,0,1
412011,Haiti 2011,41,HAI,Haiti,2011,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,18,17,NA,0,0.401234568,Michel Martelly,0,,0,0,1
412012,Haiti 2012,41,HAI,Haiti,2012,Caribbean,Americas,4107,0,0,Multiparty,Multiparty,19,18,NA,0,0.368421053,Michel Martelly,0,,0,0,1
421950,Dominican Republic 1950,42,DOM,Dominican Republic,1950,Caribbean,Americas,4201,0,0,Military,Military,21,21,2,2,1,Rafael Trujillo,0,06.16.1930,0,0,0
421951,Dominican Republic 1951,42,DOM,Dominican Republic,1951,Caribbean,Americas,4201,0,0,Military,Military,22,22,2,2,1,Rafael Trujillo,0,,0,0,0
421952,Dominican Republic 1952,42,DOM,Dominican Republic,1952,Caribbean,Americas,4201,0,0,Military,Military,23,23,2,2,1,Rafael Trujillo,0,,0,0,0
421953,Dominican Republic 1953,42,DOM,Dominican Republic,1953,Caribbean,Americas,4201,0,0,Military,Military,24,24,2,2,1,Rafael Trujillo,0,,0,0,0
421954,Dominican Republic 1954,42,DOM,Dominican Republic,1954,Caribbean,Americas,4201,0,0,Military,Military,25,25,2,2,1,Rafael Trujillo,0,,0,0,0
421955,Dominican Republic 1955,42,DOM,Dominican Republic,1955,Caribbean,Americas,4201,0,0,Military,Military,26,26,2,2,1,Rafael Trujillo,0,,0,0,0
421956,Dominican Republic 1956,42,DOM,Dominican Republic,1956,Caribbean,Americas,4201,0,0,Military,Military,27,27,2,2,1,Rafael Trujillo,0,,0,0,0
421957,Dominican Republic 1957,42,DOM,Dominican Republic,1957,Caribbean,Americas,4201,0,0,Military,Military,28,28,2,2,1,Rafael Trujillo,0,,0,0,0
421958,Dominican Republic 1958,42,DOM,Dominican Republic,1958,Caribbean,Americas,4201,0,0,Military,Military,29,29,2,2,1,Rafael Trujillo,0,,0,0,0
421959,Dominican Republic 1959,42,DOM,Dominican Republic,1959,Caribbean,Americas,4201,0,0,Military,Military,30,30,2,2,1,Rafael Trujillo,0,,0,0,0
421960,Dominican Republic 1960,42,DOM,Dominican Republic,1960,Caribbean,Americas,4201,0,0,Military,Military,31,31,2,2,1,Rafael Trujillo,0,,0,0,0
421961,Dominican Republic 1961,42,DOM,Dominican Republic,1961,Caribbean,Americas,4202,0,0,Single Party,Single Party,1,1,NA,1,1,Joaquin Balaguer,1,05.30.1961,1,0,0
421962,Dominican Republic 1962,42,DOM,Dominican Republic,1962,Caribbean,Americas,4203,0,0,Single Party,Multiparty,1,2,0,0,1,Rafael Bonnelly,1,12.00.1962,0,0,0
421963,Dominican Republic 1963,42,DOM,Dominican Republic,1963,Caribbean,Americas,4204,0,0,Multiparty,Military,1,1,NA,0,1,military,1,09.00.1963,0,0,1
421964,Dominican Republic 1964,42,DOM,Dominican Republic,1964,Caribbean,Americas,4204,0,0,Military,Military,2,1,NA,0,1,military,0,,0,0,1
421965,Dominican Republic 1965,42,DOM,Dominican Republic,1965,Caribbean,Americas,4204,0,0,Military,Military,3,2,NA,0,0.555555556,Hector Garcia-Godoy Caceres,0,,0,0,1
421966,Dominican Republic 1966,42,DOM,Dominican Republic,1966,Caribbean,Americas,4205,0,0,Military,Multiparty,1,3,1,1,1,Joaquin Balaguer,1,08.00.1966,0,0,0
421967,Dominican Republic 1967,42,DOM,Dominican Republic,1967,Caribbean,Americas,4205,0,0,Multiparty,Multiparty,2,1,1,1,1,Joaquin Balaguer,0,,0,0,0
421968,Dominican Republic 1968,42,DOM,Dominican Republic,1968,Caribbean,Americas,4205,0,0,Multiparty,Multiparty,3,2,1,1,1,Joaquin Balaguer,0,,0,0,0
421969,Dominican Republic 1969,42,DOM,Dominican Republic,1969,Caribbean,Americas,4205,0,0,Multiparty,Multiparty,4,3,1,1,1,Joaquin Balaguer,0,,0,0,0
421970,Dominican Republic 1970,42,DOM,Dominican Republic,1970,Caribbean,Americas,4205,0,0,Multiparty,Multiparty,5,4,1,1,1,Joaquin Balaguer,0,,0,0,0
421971,Dominican Republic 1971,42,DOM,Dominican Republic,1971,Caribbean,Americas,4205,0,0,Multiparty,Multiparty,6,5,1,1,1,Joaquin Balaguer,0,,0,0,0
421972,Dominican Republic 1972,42,DOM,Dominican Republic,1972,Caribbean,Americas,4205,0,0,Multiparty,Multiparty,7,6,1,1,1,Joaquin Balaguer,0,,0,0,0
421973,Dominican Republic 1973,42,DOM,Dominican Republic,1973,Caribbean,Americas,4205,0,0,Multiparty,Multiparty,8,7,1,1,1,Joaquin Balaguer,0,,0,0,0
421974,Dominican Republic 1974,42,DOM,Dominican Republic,1974,Caribbean,Americas,4205,0,0,Multiparty,Multiparty,9,8,1,1,1,Joaquin Balaguer,0,,0,0,0
421975,Dominican Republic 1975,42,DOM,Dominican Republic,1975,Caribbean,Americas,4205,0,0,Multiparty,Multiparty,10,9,1,1,1,Joaquin Balaguer,0,,0,0,0
421976,Dominican Republic 1976,42,DOM,Dominican Republic,1976,Caribbean,Americas,4205,0,0,Multiparty,Multiparty,11,10,1,1,1,Joaquin Balaguer,0,,0,0,0
421977,Dominican Republic 1977,42,DOM,Dominican Republic,1977,Caribbean,Americas,4205,0,0,Multiparty,Multiparty,12,11,1,1,1,Joaquin Balaguer,0,,0,0,0
421978,Dominican Republic 1978,42,DOM,Dominican Republic,1978,Caribbean,Americas,4206,1,0,Multiparty,Democracy,1,12,NA,NA,NA,Antonio Guzman Fernandez,1,08.16.1978,0,0,0
421979,Dominican Republic 1979,42,DOM,Dominican Republic,1979,Caribbean,Americas,4206,1,1,Democracy,Democracy,2,1,NA,NA,NA,Antonio Guzman Fernandez,0,,0,0,0
421980,Dominican Republic 1980,42,DOM,Dominican Republic,1980,Caribbean,Americas,4206,1,1,Democracy,Democracy,3,2,NA,NA,NA,Antonio Guzman Fernandez,0,,0,0,0
421981,Dominican Republic 1981,42,DOM,Dominican Republic,1981,Caribbean,Americas,4206,1,1,Democracy,Democracy,4,3,NA,NA,NA,Antonio Guzman Fernandez,0,,0,0,0
421982,Dominican Republic 1982,42,DOM,Dominican Republic,1982,Caribbean,Americas,4206,1,1,Democracy,Democracy,5,4,NA,NA,NA,Salvador Jorge Blanco,0,,0,0,0
421983,Dominican Republic 1983,42,DOM,Dominican Republic,1983,Caribbean,Americas,4206,1,1,Democracy,Democracy,6,5,NA,NA,NA,Salvador Jorge Blanco,0,,0,0,0
421984,Dominican Republic 1984,42,DOM,Dominican Republic,1984,Caribbean,Americas,4206,1,1,Democracy,Democracy,7,6,NA,NA,NA,Salvador Jorge Blanco,0,,0,0,0
421985,Dominican Republic 1985,42,DOM,Dominican Republic,1985,Caribbean,Americas,4206,1,1,Democracy,Democracy,8,7,NA,NA,NA,Salvador Jorge Blanco,0,,0,0,0
421986,Dominican Republic 1986,42,DOM,Dominican Republic,1986,Caribbean,Americas,4206,1,1,Democracy,Democracy,9,8,NA,NA,NA,Joaquin Balaguer,0,,0,0,0
421987,Dominican Republic 1987,42,DOM,Dominican Republic,1987,Caribbean,Americas,4206,1,1,Democracy,Democracy,10,9,NA,NA,NA,Joaquin Balaguer,0,,0,0,0
421988,Dominican Republic 1988,42,DOM,Dominican Republic,1988,Caribbean,Americas,4206,1,1,Democracy,Democracy,11,10,NA,NA,NA,Joaquin Balaguer,0,,0,0,0
421989,Dominican Republic 1989,42,DOM,Dominican Republic,1989,Caribbean,Americas,4206,1,1,Democracy,Democracy,12,11,NA,NA,NA,Joaquin Balaguer,0,,0,0,0
421990,Dominican Republic 1990,42,DOM,Dominican Republic,1990,Caribbean,Americas,4206,1,1,Democracy,Democracy,13,12,NA,NA,NA,Joaquin Balaguer,0,,0,0,0
421991,Dominican Republic 1991,42,DOM,Dominican Republic,1991,Caribbean,Americas,4206,1,1,Democracy,Democracy,14,13,NA,NA,NA,Joaquin Balaguer,0,,0,0,0
421992,Dominican Republic 1992,42,DOM,Dominican Republic,1992,Caribbean,Americas,4206,1,1,Democracy,Democracy,15,14,NA,NA,NA,Joaquin Balaguer,0,,0,0,0
421993,Dominican Republic 1993,42,DOM,Dominican Republic,1993,Caribbean,Americas,4206,1,1,Democracy,Democracy,16,15,NA,NA,NA,Joaquin Balaguer,0,,0,0,0
421994,Dominican Republic 1994,42,DOM,Dominican Republic,1994,Caribbean,Americas,4206,1,1,Democracy,Democracy,17,16,NA,NA,NA,Joaquin Balaguer,0,,0,0,0
421995,Dominican Republic 1995,42,DOM,Dominican Republic,1995,Caribbean,Americas,4206,1,1,Democracy,Democracy,18,17,NA,NA,NA,Joaquin Balaguer,0,,0,0,0
421996,Dominican Republic 1996,42,DOM,Dominican Republic,1996,Caribbean,Americas,4206,1,1,Democracy,Democracy,19,18,NA,NA,NA,Leonel Fernandez Reyna,0,,0,0,0
421997,Dominican Republic 1997,42,DOM,Dominican Republic,1997,Caribbean,Americas,4206,1,1,Democracy,Democracy,20,19,NA,NA,NA,Leonel Fernandez Reyna,0,,0,0,0
421998,Dominican Republic 1998,42,DOM,Dominican Republic,1998,Caribbean,Americas,4206,1,1,Democracy,Democracy,21,20,NA,NA,NA,Leonel Fernandez Reyna,0,,0,0,0
421999,Dominican Republic 1999,42,DOM,Dominican Republic,1999,Caribbean,Americas,4206,1,1,Democracy,Democracy,22,21,NA,NA,NA,Leonel Fernandez Reyna,0,,0,0,0
422000,Dominican Republic 2000,42,DOM,Dominican Republic,2000,Caribbean,Americas,4206,1,1,Democracy,Democracy,23,22,NA,NA,NA,Rafael Hipolito Mejia Dominguez,0,,0,0,0
422001,Dominican Republic 2001,42,DOM,Dominican Republic,2001,Caribbean,Americas,4206,1,1,Democracy,Democracy,24,23,NA,NA,NA,Rafael Hipolito Mejia Dominguez,0,,0,0,0
422002,Dominican Republic 2002,42,DOM,Dominican Republic,2002,Caribbean,Americas,4206,1,1,Democracy,Democracy,25,24,NA,NA,NA,Rafael Hipolito Mejia Dominguez,0,,0,0,0
422003,Dominican Republic 2003,42,DOM,Dominican Republic,2003,Caribbean,Americas,4206,1,1,Democracy,Democracy,26,25,NA,NA,NA,Rafael Hipolito Mejia Dominguez,0,,0,0,0
422004,Dominican Republic 2004,42,DOM,Dominican Republic,2004,Caribbean,Americas,4206,1,1,Democracy,Democracy,27,26,NA,NA,NA,Leonel Antonio Fernandez Reyna,0,,0,0,0
422005,Dominican Republic 2005,42,DOM,Dominican Republic,2005,Caribbean,Americas,4206,1,1,Democracy,Democracy,28,27,NA,NA,NA,Leonel Antonio Fernandez Reyna,0,,0,0,0
422006,Dominican Republic 2006,42,DOM,Dominican Republic,2006,Caribbean,Americas,4206,1,1,Democracy,Democracy,29,28,NA,NA,NA,Leonel Antonio Fernandez Reyna,0,,0,0,0
422007,Dominican Republic 2007,42,DOM,Dominican Republic,2007,Caribbean,Americas,4206,1,1,Democracy,Democracy,30,29,NA,NA,NA,Leonel Antonio Fernandez Reyna,0,,0,0,0
422008,Dominican Republic 2008,42,DOM,Dominican Republic,2008,Caribbean,Americas,4206,1,1,Democracy,Democracy,31,30,NA,NA,NA,Leonel Antonio Fernandez Reyna,0,,0,0,0
422009,Dominican Republic 2009,42,DOM,Dominican Republic,2009,Caribbean,Americas,4206,1,1,Democracy,Democracy,32,31,NA,NA,NA,Leonel Fernandez,0,,0,0,0
422010,Dominican Republic 2010,42,DOM,Dominican Republic,2010,Caribbean,Americas,4206,1,1,Democracy,Democracy,33,32,NA,NA,NA,Leonel Fernandez,0,,0,0,0
422011,Dominican Republic 2011,42,DOM,Dominican Republic,2011,Caribbean,Americas,4206,1,1,Democracy,Democracy,34,33,NA,NA,NA,Leonel Fernandez,0,,0,0,0
422012,Dominican Republic 2012,42,DOM,Dominican Republic,2012,Caribbean,Americas,4206,1,1,Democracy,Democracy,35,34,NA,NA,NA,Danilo Medina,0,,0,0,0
511962,Jamaica 1962,51,JAM,Jamaica,1962,Caribbean,Americas,5101,1,NA,NA,Democracy,1,NA,NA,NA,NA,William Bustamante,1,08.06.1962,0,0,0
511963,Jamaica 1963,51,JAM,Jamaica,1963,Caribbean,Americas,5101,1,1,Democracy,Democracy,2,1,NA,NA,NA,William Bustamante,0,,0,0,0
511964,Jamaica 1964,51,JAM,Jamaica,1964,Caribbean,Americas,5101,1,1,Democracy,Democracy,3,2,NA,NA,NA,William Bustamante,0,,0,0,0
511965,Jamaica 1965,51,JAM,Jamaica,1965,Caribbean,Americas,5101,1,1,Democracy,Democracy,4,3,NA,NA,NA,William Bustamante,0,,0,0,0
511966,Jamaica 1966,51,JAM,Jamaica,1966,Caribbean,Americas,5101,1,1,Democracy,Democracy,5,4,NA,NA,NA,William Bustamante,0,,0,0,0
511967,Jamaica 1967,51,JAM,Jamaica,1967,Caribbean,Americas,5101,1,1,Democracy,Democracy,6,5,NA,NA,NA,Hugh Lawson Shearer,0,,0,0,0
511968,Jamaica 1968,51,JAM,Jamaica,1968,Caribbean,Americas,5101,1,1,Democracy,Democracy,7,6,NA,NA,NA,Hugh Lawson Shearer,0,,0,0,0
